Título,Vínculo,Fecha,Contenido
Trazan 'cartografía' del cerebro,https://www.reforma.com/trazan-cartografia-del-cerebro/ar2771083,"Mon, 11 Mar 2024 05:02:33 -0600","Daniel Ballesteros, neurocirujano y fotógrafo, mapeó el cerebro en alta definición, lo que permite entender mejor sus complejas redes."
La primera mujer al frente de la Facultad de Medicina,https://www.reforma.com/la-primera-mujer-al-frente-de-la-facultad-de-medicina/ar2768937,"Fri, 08 Mar 2024 11:00:37 -0600",Ana Carolina Sepúlveda es la primera mujer en dirigir la Facultad de Medicina de la UNAM en 445 años.
Siembran en niñas vocaciones STEM,https://www.reforma.com/siembran-en-ninas-vocaciones-stem/ar2767252,"Mon, 04 Mar 2024 05:01:24 -0600","Robotix impulsa en México un programa educativo que promueve el interés entre niñas, niños y jóvenes por las ciencias y la tecnología."
¿Cuándo es el siguiente puente en México 2024?,https://expansion.mx/tendencias/2024/04/01/cuando-es-siguiente-puente-mexico-2024,"Mon, 01 Apr 2024 19:08:51 GMT",¿Cuánto tiempo hay que esperar para el próximo puente? Estos son los detalles del próximo descanso para estudiantes y trabajadores.
Texas detecta el segundo caso humano de gripe aviar H5N1 en Estados Unidos,https://expansion.mx/mundo/2024/04/01/texas-detecta-segundo-caso-gripe-aviar-vacas-eu,"Mon, 01 Apr 2024 18:53:14 GMT",El paciente es un hombre que tuvo contacto con vacas lecheras que se presume estaban infectadas con el virus.
Eclipse total de sol y todos los eventos astronómicos de abril 2024,https://expansion.mx/tendencias/2024/04/01/eventos-astronomicos-abril-2024,"Mon, 01 Apr 2024 18:48:20 GMT",Prepara los lentes y anota las fechas de los eventos astronómicos de abril. Varios de ellos se verán en el cielo de México.
"Bombardeo israelí en Siria mata a alto cargo militar iraní, dice Teherán",https://expansion.mx/mundo/2024/04/01/bombardeo-israeli-en-siria-mato-a-alto-cargo-militar-irani,"Mon, 01 Apr 2024 18:10:14 GMT","Un ataque aéreo atribuido a Israel contra un edificio anexo a la embajada iraní en Siria provoca la muerte de por lo menos ocho personas, de acuerdo con el Observatorio Sirio de los Derechos Humanos."
El dueño de la F1 ahora compra MotoGP,https://expansion.mx/empresas/2024/04/01/dueno-f1-liberty-media-corporation-compra-moto-gp,"Mon, 01 Apr 2024 18:06:39 GMT",El grupo estadounidense Liberty Media se convierte en el rey de los deportes del motor.
Es cuestión de tiempo para que las empresas mexicanas reporten riesgo climático,https://expansion.mx/mercados/2024/04/01/mexico-empresas-riesgo-climatico-reportes-financieros,"Mon, 01 Apr 2024 17:30:48 GMT","Antes de la pandemia, la CNBV puso sobre la mesa el que las empresas públicas incluyeran información relacionada con el riesgo climático en sus reportes financieros."
¿Cómo sacar la constancia de situación fiscal del SAT paso a paso?,https://expansion.mx/finanzas-personales/2024/04/01/como-generar-constancia-situacion-fiscal-sat,"Mon, 01 Apr 2024 17:15:12 GMT",La constancia de situación fiscal tiene varios datos como la fecha del alta y las obligaciones fiscales. Así es como se puede generar gratis y descargar.
Paga tus impuestos del SAT 2024 en abonos chiquitos; así son las parcialidades,https://expansion.mx/finanzas-personales/2024/04/01/como-hacer-pago-impuestos-sat-parcialidades,"Mon, 01 Apr 2024 17:04:23 GMT",Esta medida será efectiva siempre y cuando el contribuyente realice la declaración en tiempo y forma dentro del plazo legal establecido.
¿Cómo evitar que el SAT rechace tu saldo a favor en la declaración anual 2023?,https://expansion.mx/finanzas-personales/2024/04/01/como-evitar-sat-rechace-saldo-a-favor-declaracion-anual,"Mon, 01 Apr 2024 16:39:45 GMT",Patrones no reconocidos o falta de registro de las deducciones personales pueden derivar en el rechazo de la devolución automática del saldo a favor en la declaración anual 2023 ante el SAT.
"La inflación enfrenta nuevos ""vientos en contra"": subgobernadora Irene Espinosa",https://expansion.mx/economia/2024/04/01/inflacion-viento-en-contra-irene-espinosa-banxico,"Mon, 01 Apr 2024 16:30:33 GMT","La subgobernadora de Banxico advirtió también que la inflación subyacente muestra ""una persistencia muy fuerte"", sobre todo en el componente de servicios."
Microsoft venderá Teams y Office por separado debido a medidas antimonopolio,https://expansion.mx/tecnologia/2024/04/01/microsoft-vendera-teams-y-office-por-separado,"Mon, 01 Apr 2024 16:00:15 GMT",Esta medida se tomó debido a una queja que Slack inició en contra de Microsoft en 2020 en la Unión Europea.
"México recibió 4,510 mdd por remesas en febrero",https://expansion.mx/economia/2024/04/01/mexico-remesas-febrero-banxico,"Mon, 01 Apr 2024 15:45:34 GMT","Durante los dos primeros meses de 2024 han llegado al país 9,085 mdd de remesas, mientras que en el mismo lapso del año pasado llegaron 8,783 mdd."
¿Qué puede hacer Alexa? Aquí 10 funciones que quizá no conocías,https://expansion.mx/tecnologia/2024/04/01/que-puede-hacer-alexa,"Mon, 01 Apr 2024 15:14:29 GMT","El asistente de voz ha evolucionado en el país a un nivel que permite tener más control y conexión con aparatos de terceros, no sólo de Amazon."
El peso inicia la semana apreciándose frente al dólar,https://expansion.mx/mercados/2024/04/01/precio-del-dolar-1-abril-2024,"Mon, 01 Apr 2024 14:51:43 GMT","El mercado está a la espera de más información económica relevante para continuar la tendencia a la baja del tipo de cambio o iniciar un cambio de tendencia, comentó Banco Base."
Jalisco Talent Land 2024: Arturo Elías Ayub e Inteligencia Artificial juntos,https://expansion.mx/tecnologia/2024/04/01/jalisco-talent-land-2024-speakers-tierras,"Mon, 01 Apr 2024 14:00:18 GMT","Talent Land, el evento de tecnología"
Torneos de golf en México trabajan con el respaldo de GOLF PREMIA,https://expansion.mx/empresas/2024/04/01/torneos-de-golf-en-mexico-trabajan-con-el-respaldo-de-golf-premia,"Mon, 01 Apr 2024 14:00:01 GMT","Para garantizar y ofrecer seguridad a los patrocinadores, organizadores y participantes de los torneos de golf más importantes de México, nace GOLF PREMIA, que respalda los premios al Hole in One."
Estos seis estados concentran las exportaciones en el último trimestre de 2023,https://expansion.mx/economia/2024/04/01/estados-de-mexico-que-mas-exportan-inegi,"Mon, 01 Apr 2024 13:57:29 GMT","Las exportaciones manufactureras representaron 90.3% del valor total, indican datos del Inegi."
¿Cuándo se presenta la declaración anual de impuestos en 2023?,https://expansion.mx/finanzas-personales/2024/04/01/cuando-se-hace-la-declaracion-anual-2023,"Mon, 01 Apr 2024 13:43:55 GMT",Es importante que conozcas las fechas y plazos que existen para presentar la declaración anual de impuestos correspondientes al ejercicio 2023 tanto para personas morales como para personas físicas.
La industria mexicana del doblaje se tambalea por la IA,https://expansion.mx/empresas/2024/04/01/doblaje-mexicano-se-tambalea-inteligencia-artificial,"Mon, 01 Apr 2024 13:13:59 GMT","Los actores ven la IA como una amenaza, no solo porque puede ser alimentada con sus voces, sino también debido a los vacíos legales que les impiden obtener ingresos por el uso de su talento."
La fuente de ingresos por petróleo se agota para México,https://expansion.mx/economia/2024/04/01/petroleo-ingresos-hacienda-2025,"Mon, 01 Apr 2024 13:07:54 GMT","Los ingresos petroleros tocarán niveles mínimos en 2025, debido a la baja en el precio del petróleo y una menor plataforma de exportación, refiere Hacienda."
"#Entrelíneas | La infelicidad que ronda en niñas, niños y adolescentes",https://expansion.mx/opinion/2024/04/01/entrelineas-la-infelicidad-que-ronda-en-ninas-ninos-y-adolescentes,"Mon, 01 Apr 2024 12:03:18 GMT",El Reporte Mundial de la Felicidad 2024 sostiene que entre 2015 y 2022 las y los adolescentes de 15 años de edad en México se sintieron menos satisfechos con la vida; no fueron del todo felices.
"Pensiones y becas, los rubros favoritos y con más dinero para 2025",https://expansion.mx/economia/2024/04/01/hacienda-propone-aumento-presupuesto-programas-sociales,"Mon, 01 Apr 2024 11:30:34 GMT","Pese a que se anticipa un menor gasto público para 2025, más de 70 programas prioritarios del actual gobierno federal prevén aumentos."
"Will Cathcart, Head de WhatsApp, reconoce la necesidad de programar mensajes",https://expansion.mx/tecnologia/2024/04/01/will-cathcart-head-de-whatsapp-programar-mensajes,"Mon, 01 Apr 2024 11:30:31 GMT",El líder de la plataforma de mensajería habló con Expansión sobre la relevancia de la aplicación en la vida diaria y los planes de la empresa en México.
"En la carrera del dinero, Biden aventaja a Trump",https://expansion.mx/mundo/2024/04/01/en-la-carrera-del-dinero-biden-aventaja-a-trump,"Mon, 01 Apr 2024 11:26:23 GMT","El presidente de Estados Unidos, quien busca ganar un nueva mandato en las elecciones de noviembre, ha podido recolectar más dinero para su campaña que su rival."
Declaración anual: ¿Qué pasa si el SAT no cargó todas mis facturas?,https://expansion.mx/finanzas-personales/2024/04/01/que-hago-si-mis-facturas-no-aparecen-sat-declaracion-anual,"Mon, 01 Apr 2024 11:25:25 GMT","¿Qué puedes hacer en caso de que el SAT no precargue correctamente información de deducciones personales, gastos o ingresos? Aquí te lo decimos."
Autopista México-Cuernavaca registra filas kilométricas al final de Semana Santa,,"Sun, 31 Mar 2024 22:12:38 GMT",La carretera que conecta a la capital del país con Morelos presenta una intensa carga vehicular por el regreso de miles de personas de vacaciones.
Fiscalía de Perú pide a Dina Boluarte que exhiba sus Rolex,https://expansion.mx/mundo/2024/03/31/fiscalia-de-peru-pide-a-dina-boluarte-que-exhiba-sus-rolex,"Sun, 31 Mar 2024 20:32:08 GMT","La presidenta peruana es investigada por presunto enriquecimiento ilícito, pide poder declarar sobre el caso a la brevedad."
"El papa Francisco pide no ceder ""a la lógica de las armas"" en mensaje de Pascua",https://expansion.mx/mundo/2024/03/31/papa-francisco-mensaje-de-pascua-2024,"Sun, 31 Mar 2024 19:10:39 GMT","El sumo pontífice da la misa de Pascua en el Vaticano ante una multitud, lo que calma los rumores sobre su estado de salud."
El primer ministro de Israel se somete a una cirugía en plena guerra con Hamás,https://expansion.mx/mundo/2024/03/31/netanyahu-sera-sometido-cirugia,"Sun, 31 Mar 2024 18:20:19 GMT","El ministro de Justicia, Yariv Levin, actuará como ""primer ministro en funciones"" de Israel mientras Benjamin Netanyahu permanezca sedado."
Hamás no decide si enviará una delegación a conversaciones sobre tregua en Gaza,https://expansion.mx/mundo/2024/03/31/hamas-no-decide-conversaciones-sobre-tregua-en-gaza,"Sun, 31 Mar 2024 17:08:04 GMT",Un líder del grupo islamista que controla en el enclave palestino dice que hay demasiadas diferencias con Israel para lograr cualquier avance.
"Elecciones 2024 en México: Diario de campañas, resumen del 29 de marzo",,"Sun, 31 Mar 2024 00:54:32 GMT","Sheinbaum, Xóchitl y Máynez recorren el país rumbo a las elecciones presidenciales en México."
La limpieza del puente de Baltimore inicia este fin semana,https://expansion.mx/mundo/2024/03/30/la-limpieza-del-puente-de-baltimore-inicia-este-fin-semana,"Sat, 30 Mar 2024 21:34:27 GMT",Las labores de recuperación de la estructura que se derrumbo esta semana en el noreste de Estados Unidos prometen ser un proceso largo y complicado.
"Caso Rolex, ¿por qué la casa de la presidenta de Perú es allanada?",https://expansion.mx/mundo/2024/03/30/caso-rolex-por-que-la-casa-de-la-presidenta-de-peru-es-allanada,"Sat, 30 Mar 2024 21:09:43 GMT","Dina Boluarte asegura que la entrada de la fiscalía a su residencia es una medida ""arbitraria, desproporcional y abusiva"" y descartó renunciar."
El papa preside la vigilia pascual en medio de preocupaciones por su salud,https://expansion.mx/mundo/2024/03/30/papa-francisco-preside-la-vigilia-pascual,"Sat, 30 Mar 2024 20:42:38 GMT","Francisco, de 87 años, canceló el viernes su presencia en el viacrucis en el Coliseo, una decisión repentina."
Miles de personas protestan en Alemania e Inglaterra por la paz en Gaza,https://expansion.mx/mundo/2024/03/30/miles-de-personas-protestan-en-alemania-e-inglaterra-por-la-paz-en-gaza,"Sat, 30 Mar 2024 19:14:11 GMT","Manifestantes en las principales ciudades alemanas se reúnen cada fin de semana de Pascua para hacer marchas por la paz, este año centradas en Ucrania y el territorio palestino."
Una filtración de datos de AT&T afecta a 73 millones de titulares de cuentas,https://expansion.mx/empresas/2024/03/30/filtracion-de-datos-de-att-afecta-a-73-millones-de-titulares,"Sat, 30 Mar 2024 16:48:10 GMT",La compañía de telecomunicaciones dice que no tiene evidencia de acceso no autorizado a sus sistemas como resultado de esta filtración.
Un segundo barco con ayuda humanitaria para Gaza parte de Chipre,https://expansion.mx/mundo/2024/03/30/un-segundo-barco-con-ayuda-humanitaria-para-gaza-parte-de-chipre,"Sat, 30 Mar 2024 15:36:08 GMT","La embarcación, llamada “Jennifer”, transporta pro lo menos 400 toneladas de insumos de las organizaciones World Central Kitchen y Open Arms."
El papa cancela participación en el Vía Crucis para “preservar su salud”,https://expansion.mx/mundo/2024/03/29/el-papa-cancela-participacion-en-el-via-crucis-para-preservar-su-salud,"Fri, 29 Mar 2024 23:00:02 GMT","La inesperada ausencia de Francisco, de 87 años, podría reavivar la preocupación por el deterioro de sus fuerzas."
Congreso de EU prohíbe el uso de Copilot a sus funcionarios,https://expansion.mx/tecnologia/2024/03/29/congreso-de-eu-prohibe-el-uso-de-copilot-a-sus-funcionarios,"Fri, 29 Mar 2024 22:05:05 GMT","Paralelamente, se dio a conocer una inversión multimillonaria entre OpenAI y Microsoft para crear un super centro de datos especializado en IA."
Netanyahu autoriza una ronda de negociación para una tregua en Gaza,https://expansion.mx/mundo/2024/03/29/netanyahu-autoriza-una-ronda-de-negociacion-para-una-tregua-en-gaza,"Fri, 29 Mar 2024 20:35:04 GMT","Esta postura llega luego de una de las ofensivas más mortíferas sobre Gaza, que dejó al menos 71 personas muertas en las últimas 24 horas."
Detienen a un noveno sospechoso del atentado en Rusia,https://expansion.mx/mundo/2024/03/29/detienen-a-un-noveno-sospechoso-del-atentado-en-rusia,"Fri, 29 Mar 2024 19:19:30 GMT",Las autoridades rusas actualizaron el balance del ataque a 144 víctimas fatales este viernes y precisaron que numerosos heridos siguen hospitalizados.
"Thor, el auto eléctrico de Xiaomi para enfrentarse a Musk y Tesla",https://expansion.mx/tecnologia/2024/03/29/thor-el-auto-electrico-de-xiaomi-para-enfrentarse-a-musk-y-tesla,"Fri, 29 Mar 2024 18:01:27 GMT","Lei Jun, CEO de Xiaomi, señaló que el SU7 se venderá por debajo de los 30,000 dólares para el modelo base, es decir, más barato que el Model 3 de Tesla en China."
"Muere Louis Gossett Jr, uno de los primeros actores negros en ganar un Oscar",https://expansion.mx/tendencias/2024/03/29/muere-louis-gossett-jr,"Fri, 29 Mar 2024 16:55:16 GMT","En 1983 obtuvo la estatuilla por su interpretación de un sargento instructor en la película ""An officer and a Gentleman”."
"Reseña Hi-Fi Rush: Uno de los mejores juegos de acción de Xbox, llega a PS5",https://expansion.mx/tecnologia/2024/03/29/resena-hi-fi-rush-ps5,"Fri, 29 Mar 2024 16:00:15 GMT","Hi-Fi Rush fue una de las grandes sorpresas de Xbox en 2023, y ahora salta hacia PlayStation 5 con una versión que incluye todo el contenido extra ¿Vale la pena?"
"El Dr. Simi se retira de redes sociales indefinidamente: “Estoy cansado, jefe”",https://expansion.mx/mercadotecnia/2024/03/29/el-dr-simi-se-retira-de-redes-sociales,"Fri, 29 Mar 2024 15:10:28 GMT","La botarga de las Farmacias Similares ha sido uno de los iconos de las redes sociales en México, debido a su popularidad en los conciertos a lo largo del país."
Inflación en EU aumenta en febrero de 2024 y crece el gasto de los consumidores,https://expansion.mx/economia/2024/03/29/inflacion-en-eu-aumenta-en-febrero-de-2024-y-crece-el-gasto-de-los-consumidores,"Fri, 29 Mar 2024 14:30:55 GMT","Los precios se incrementaron moderadamente, según el Departamento de Comercio de Estados Unidos."
Este es “el precio correcto” de las televisiones para los mexicanos,https://expansion.mx/tecnologia/2024/03/29/precio-correcto-televisiones-mexicanos,"Fri, 29 Mar 2024 14:00:26 GMT",La comprensión de que hay diferentes segmentos de consumidores es clave para establecer una estrategia de venta en estos gadgets.
Zoé Water va por el mercado de las bebidas rehidratantes,https://expansion.mx/empresas/2024/03/29/zoe-water-electro-bebida-rehidratante,"Fri, 29 Mar 2024 14:00:10 GMT","La marca de agua embotellada crece en un mercado altamente competitivo, a la vez que busca posicionarse entre las bebidas funcionales, un segmento en ascenso desde el inicio de la pandemia."
Auditando al auditor,https://expansion.mx/opinion/2024/03/29/auditando-al-auditor,"Fri, 29 Mar 2024 13:10:28 GMT","Caro pagaremos la curva de aprendizaje de quienes pensaron que ser autoridad financiera es hacer giras de promoción, servir deuda y colocar emisiones con generosos rendimientos crecientes."
Una lloradita sí te reinicia la vida,https://expansion.mx/opinion/2024/03/29/una-lloradita-si-te-reinicia-la-vida,"Fri, 29 Mar 2024 12:03:21 GMT","Un líder efectivo no solo debe ser capaz de tomar decisiones racionales y estratégicas, sino también de entender las complejidades emocionales que influyen en su equipo y en sí mismo."
Editorial:     AMLO-CNTE: diálogo saludable,https://www.jornada.com.mx/2024/04/02/opinion/002a1edi?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","El presidente Andrés Manuel López Obrador se reunió ayer con dirigentes de la Coordinadora Nacional de Trabajadores de la Educación (CNTE) para conversar acerca de varias demandas del magisterio democrático. Al término del encuentro, que duró tres horas y al que también acudieron las titulares de Educación Pública, Gobernación y del Issste, un representante de la Coordinadora informó que se alcanzaron acuerdos en aspectos como el seguimiento a la demanda de reinstalar a 172 maestros despedidos durante el sexenio pasado, abrogar por completo la reforma educativa de Enrique Peña Nieto, aumentar el salario y esclarecer el asesinato del estudiante de Ayotzinapa Yanqui Khotan Gómez Peralta."
Carlos Fernández-Vega: México SA,https://www.jornada.com.mx/2024/04/02/opinion/019o1eco?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Cierto es que en un    proceso electoral la única encuesta válida es la que arrojan las urnas, si bien las mediciones periódicas que se hacen con miras a los comicios del 2 de junio (“fotografía de un momento determinado”, dicen los expertos en estas artes) dan una idea aproximada de cómo van las preferencias y a quién corresponderá el triunfo. Sólo aquellas totalmente manipuladas –como las de 2012, en las que daban a Enrique Peña Nieto “una ventaja de 30 puntos” sobre su principal rival– aparecen como un movimiento desesperado para evitar lo inevitable: la derrota."
La Guardia Nacional resguardará las instalaciones del INE durante el debate,https://www.jornada.com.mx/2024/04/02/politica/005n2pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","El próximo domingo la Guardia Nacional resguardará las instalaciones del Instituto Nacional Electoral (INE) durante el primer debate entre los candidatos a la Presidencia de la República, por lo que el acceso a la sede será muy restringido, señaló la consejera Carla Humphrey."
Perfila magistrado revocar orden del INE de suprimir conferencia inexistente,https://www.jornada.com.mx/2024/04/02/politica/008n1pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT",El magistrado del Tribunal Electoral del Poder Judicial de la Federación (TEPJF) Reyes Rodríguez Mondragón perfila revocar un acuerdo del INE que ordenó al presidente Andrés Manuel López Obrador bajar de sus redes sociales una supuesta conferencia matutina del 5 de febrero.
José Blanco: La lucha  por el futuro,https://www.jornada.com.mx/2024/04/02/politica/015a2pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Entre las primeras oleadas    de aquellos increíbles cuasi humanos que salieron de África, una se estableció en el espacio que un día sería Europa. Con los milenios se transformarían en la etnia blanca del occidente de Europa. Su intercambio dilatado con la cultura del mundo musulmán, más algunos azares del caleidoscopio histórico, le dieron los instrumentos que constituirían a la postre una ventaja tecnológica en el campo de la guerra. Grandes grupos de ellos se trasladaron a América y conquistaron y poblaron las vastas áreas que habrían de ser Estados Unidos. También crearon colonias de conquista en toda América, en África, en Asia. El sistema colonial fue la gigantesca base de explotación humana impulsora del desarrollo capitalista, que en EU avanzaría más rápidamente, sin los estorbos y obstáculos de pasado feudal y aristocrático que cargaba Europa. Durante 500 años las clases dominantes de esa etnia blanca han sido un feroz poder preponderante planetario, aunque ha estado en declive durante el último medio siglo."
Secretario de Seguridad de Taxco renuncia tras críticas por caso de la niña Camila,https://www.jornada.com.mx/2024/04/02/estados/025n1est?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","El secretario de Seguridad Pública municipal de Taxco, Doroteo Eugenio Vázquez, renunció ayer al cargo después de recibir críticas por evadir su responsabilidad en el caso de la niña Camila y revictimizar a la madre de ésta al acusarla de omisión y con ello ser de alguna manera responsable de su muerte. Según fuentes policiacas, el edil Mario Figueroa Mundo solicitó la remoción del mando. Al cierre de la edición no se había informado quién lo sustituirá en el cargo."
Guanajuato: Morena busca arrebatar a AN municipios del corredor industrial,https://www.jornada.com.mx/2024/04/02/estados/026n3est?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","León, Gto., El partido Morena busca arrebatarle al de Acción Nacional (PAN) los principales municipios del corredor industrial, entre ellos León, Purísima del Rincón, Irapuato, Celaya, así como a la capital del estado y conservar Silao y Salamanca."
Puerto Príncipe: pánico luego de tiroteos cerca del palacio presidencial,https://www.jornada.com.mx/2024/04/02/mundo/022n1mun?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Puerto Príncipe., El pánico se apoderó ayer del centro de Puerto Príncipe, cuando la policía se enfrentó durante varias horas a los miembros de una pandilla en los alrededores del palacio nacional."
Colabora Pekín en investigación de la muerte de ocho chinos en un naufragio,https://www.jornada.com.mx/2024/04/02/politica/007n1pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT",Pekín. El gobierno de China confirmó este lunes que trabaja con las autoridades de México para determinar las causas por las que murieron ocho de sus connacionales que fueron hallados el pasado viernes en las costas de Oaxaca tras naufragar la una embarcación de migrantes en la que viajaban.
Precios de maíz y trigo caen por abundante oferta y dólar fortalecido,https://www.jornada.com.mx/2024/04/02/economia/019n2eco?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","El precio de los granos estadunidenses cayeron ayer debido a que la presión de los abundantes suministros deshizo en parte las fuertes ganancias de finales de la semana pasada, tras un informe del Departamento de Agricultura que proyectaba plantaciones de maíz inferiores a lo esperado."
Exigen apoyos para combatir el fuego en la parte alta de Otumba,https://www.jornada.com.mx/2024/04/02/politica/010n2pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Habitantes de las comunidades de Buenavista, San Marcos y Ahuatepec quemaron llantas y cartón en la entrada del palacio municipal de Otumba para protestar por la falta de apoyo del gobierno municipal que encabeza el priísta Hilarion Coronel Lemus, a fin de combatir y sofocar el incendio forestal que desde hace seis días consume la parte alta de Xochihuacan y el ejido de Buenavista."
Moscú descalifica estudio que asocia a Rusia con el “síndrome de La Habana”,https://www.jornada.com.mx/2024/04/02/mundo/022n2mun?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Washington. Los misteriosos síntomas del llamado “síndrome de La Habana” experimentado por diplomáticos estadunidenses en los últimos años fueron ligados a una unidad de inteligencia rusa, según una investigación de varios medios publicada ayer, y que Rusia rechazó, mientras Cuba lo calificó de “operación política” sin fundamentos."
Corte discutirá caso de relación amorosa entre más de dos,https://www.jornada.com.mx/2024/04/02/politica/012n1pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Las relaciones amorosas entre más de dos personas se debatirán mañana en la Suprema Corte de Justicia de la Nación (SCJN), cuando la primera sala analice un amparo sobre el poliamor."
Remesas rompieron récord en febrero y ligaron 46 meses al alza,https://www.jornada.com.mx/2024/04/02/economia/016n1eco?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Las remesas siguen al alza respecto al año pasado, cuando alcanzaron un nivel récord. En febrero de 2024 ingresaron a México 4 mil 510 millones de dólares en transferencias familiares, un incremento de 3.75 por ciento respecto a lo registrado en el mismo periodo de 2023, cuando estos recursos terminaron con un saldo sin precedente. No obstante, debido a la apreciación del peso y a la inflación, el valor de estos recursos cayó 8.8 por ciento."
Enrique Galván Ochoa: Dinero,https://www.jornada.com.mx/2024/04/02/opinion/006o1eco?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","El ex gobernador    panista de Chihuahua Javier Corral presentó el plan anticorrupción de la candidata de Morena a la Presidencia de la República, Claudia Sheinbaum. Por otro lado, aspira a una posición plurinominal en el Senado, aunque la oposición lo cuestiona porque, argumenta, nació en Estados Unidos. Corral es recordado en su tierra por su implacable persecución a su antecesor priísta, César Duarte, quien huyó al país vecino, fue extraditado y actualmente se encuentra detenido. Maru Campos, la gobernadora panista que lo sustituyó, ahora persigue a Corral por diversos delitos. ¿Sería el titular de la nueva procuraduría anticorrupción que anunció ayer Claudia? Se interpretaría como un mensaje a políticos de oposición que se encuentran, al menos, bajo sospecha: Francisco García Cabeza de Vaca, Alito Moreno, Ricardo Anaya. Tienen seguro un lugar en el Congreso, los protege el fuero, sería complicado llevarlos a juicio. Aunque su acción también se podría extender a casos del actual gobierno, como Segalmex. Existe el antecedente de un presidente de la República, Ernesto Zedillo, priísta, que designó a un panista como procurador, Antonio Lozano Gracia, a pesar de pertenecer a otro partido. Zedillo quería demostrar que la justicia la haría un funcionario de la oposición. Habían ocurrido los asesinatos de Colosio, Ruiz Massieu y el cardenal Posadas y la ciudadanía exigía acción. Se hizo cargo del expediente del hermano del ex presidente Carlos Salinas de Gortari, Raúl, que pasó en la cárcel una incómoda temporada. Lozano Gracia sólo permaneció dos años en el cargo, estallaron varios escándalos. Es para pensar no una, sino varias veces si conviene la eventual incorporación de Corral como procurador en el gobierno de Claudia Sheinbaum."
Liga Ribereña derrota a la Maya 13-4,https://www.jornada.com.mx/2024/04/02/deportes/a11n3dep?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Demián Robles, de la Liga Maya, se barre en la tercera base en el encuentro en el que la Liga Ribereña de Coahuila apaleó 13-4, en el comienzo de MLB Cup de categorías 11 y 12 años."
Interpol ofrecerá un concierto gratuito en el Zócalo de la CDMX,https://www.jornada.com.mx/2024/04/02/espectaculos/a09n2esp?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT",La banda de rock Interpol ofrecerá un concierto masivo gratuito en el Zócalo de la Ciudad de México el sábado 20 de abril.
El hospital Al Shifa se convirtió en fosa común tras dos semanas de asedio,https://www.jornada.com.mx/2024/04/02/mundo/020n1mun?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Jerusalén. Las fuerzas israelíes se retiraron del hospital Al Shifa en la ciudad de Gaza tras dos semanas de incursión, informó ayer el ejército israelí, dejando tras de sí un páramo de edificios destruidos y cadáveres esparcidos por el complejo."
"Pedro Salmerón Sanginés /I: Exigir la tierra, luchar por la vida",https://www.jornada.com.mx/2024/04/02/politica/014a1pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Los historiadores    y sociólogos que han estudiado el sexenio de Lázaro Cárdenas y los economistas que se dedican al análisis del desarrollo económico de México coinciden en señalar el reparto agrario de 1936-38 como uno de los momentos más importantes de nuestra historia económica y social. Ese reparto arrancó de manera espectacular. El general escribió en sus apuntes el 6 de octubre de 1936: “Hoy dicté acuerdo al Departamento Agrario para que principie la dotación de ejidos a los núcleos de población de la Comarca Lagunera, concentrando en aquella región todo el personal de ingenieros que sea necesario para que se violente la entrega de la tierra”. Y en 45 días se entregaron 447 mil 516 hectáreas (de las que unas 140 mil eran de riego: las fértiles y productivas haciendas algodoneras) a 34 mil 743 campesinos constituidos en 296 ejidos que se agruparon en cooperativas."
"Luis Hernández Navarro: Ramón Couoh Cutz, magisterio clasista",https://www.jornada.com.mx/2024/04/02/politica/015a1pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Su huella puede seguirse    a lo largo y ancho del territorio nacional. El magisterio democrático de casi todo el país conoce y respeta al profesor Ramón Couoh Cutz. Su papel en la insurgencia sindical de los trabajadores de la educación ha sido clave. Desde hace casi cinco décadas se ha dedicado en cuerpo y alma a educar políticamente, organizar y movilizar a los maestros desde una perspectiva clasista. Literalmente, ha formado centenares de cuadros dirigentes."
